time,sigma_x,sigma_y,sigma_z,sigma_roll,sigma_pitch,sigma_yaw,sigma_vx,sigma_vy,sigma_vz
1244086567.302000,9.105636,0.977671,1.966631,0.332537,3.897857,2.900103,0.272295,0.463914,0.237250
1244086567.322000,9.114345,0.982102,1.969506,0.332248,3.897892,2.899112,0.271912,0.463984,0.237022
1244086567.342000,9.122986,0.986510,1.972371,0.331928,3.897932,2.898133,0.271511,0.464026,0.236778
1244086567.362000,9.131578,0.990926,1.975226,0.331610,3.897982,2.897164,0.271137,0.464100,0.236560
1244086567.382000,9.140120,0.995348,1.978070,0.331296,3.898045,2.896217,0.270733,0.464156,0.236331
1244086567.402000,9.148613,0.999777,1.980905,0.330993,3.898104,2.895278,0.270361,0.464209,0.236079
1244086567.422000,9.157058,1.004213,1.983728,0.330692,3.898187,2.894350,0.269970,0.464218,0.235849
1244086567.442000,9.165440,1.008628,1.986539,0.330408,3.898275,2.893418,0.269598,0.464238,0.235613
1244086567.462000,9.173774,1.013049,1.989340,0.330121,3.898357,2.892493,0.269209,0.464216,0.235346
1244086567.482000,9.182061,1.017480,1.992132,0.329854,3.898415,2.891559,0.268840,0.464248,0.235128
1244086567.502000,9.190301,1.021917,1.994914,0.329580,3.898477,2.890623,0.268444,0.464269,0.234895
1244086567.522000,9.198495,1.026361,1.997685,0.329321,3.898550,2.889701,0.268071,0.464292,0.234655
1244086567.542000,9.206643,1.030813,2.000446,0.329063,3.898614,2.888789,0.267679,0.464309,0.234424
1244086567.562000,9.214731,1.035242,2.003198,0.328789,3.898671,2.887894,0.267316,0.464349,0.234186
1244086567.582000,9.222774,1.039679,2.005942,0.328509,3.898724,2.887011,0.266924,0.464379,0.233935
1244086567.602000,9.230774,1.044121,2.008677,0.328245,3.898778,2.886146,0.266550,0.464455,0.233706
1244086567.622000,9.238730,1.048570,2.011401,0.327975,3.898844,2.885285,0.266157,0.464465,0.233457
1244086567.642000,9.246627,1.052996,2.014116,0.327716,3.898896,2.884434,0.265783,0.464504,0.233211
1244086567.662000,9.254482,1.057429,2.016821,0.327441,3.898936,2.883579,0.265394,0.464497,0.232969
1244086567.682000,9.262293,1.061869,2.019516,0.327164,3.898955,2.882732,0.265026,0.464517,0.232746
1244086567.702000,9.270063,1.066314,2.022202,0.326884,3.898984,2.881890,0.264648,0.464493,0.232506
1244086567.722000,9.277791,1.070764,2.024879,0.326595,3.899013,2.881044,0.264281,0.464503,0.232266
1244086567.742000,9.285463,1.075193,2.027547,0.326331,3.899048,2.880194,0.263899,0.464481,0.232026
1244086567.762000,9.293095,1.079627,2.030203,0.326090,3.899112,2.879357,0.263547,0.464493,0.231784
1244086567.782000,9.300687,1.084069,2.032851,0.325866,3.899169,2.878533,0.263169,0.464472,0.231538
1244086567.802000,9.308239,1.088517,2.035492,0.325634,3.899229,2.877714,0.262820,0.464477,0.231330
1244086567.822000,9.315752,1.092970,2.038126,0.325387,3.899268,2.876892,0.262457,0.464478,0.231103
1244086567.842000,9.323226,1.097428,2.040754,0.325136,3.899287,2.876079,0.262110,0.464493,0.230883
1244086567.862000,9.330646,1.101863,2.043373,0.324913,3.899311,2.875277,0.261742,0.464505,0.230651
1244086567.882000,9.338029,1.106305,2.045986,0.324692,3.899327,2.874475,0.261405,0.464515,0.230407
1244086567.902000,9.345374,1.110750,2.048594,0.324463,3.899332,2.873687,0.261040,0.464493,0.230181
1244086567.922000,9.352682,1.115201,2.051196,0.324219,3.899336,2.872892,0.260697,0.464504,0.229966
1244086567.942000,9.359953,1.119656,2.053791,0.323968,3.899363,2.872093,0.260345,0.464469,0.229741
1244086567.962000,9.367174,1.124088,2.056377,0.323733,3.899405,2.871291,0.260001,0.464469,0.229549
1244086567.982000,9.374358,1.128526,2.058958,0.323498,3.899456,2.870478,0.259643,0.464441,0.229352
1244086568.002000,9.381508,1.132969,2.061530,0.323266,3.899518,2.869681,0.259303,0.464428,0.229128
1244086568.022000,9.388622,1.137420,2.064092,0.323017,3.899596,2.868873,0.258882,0.464388,0.228959
1244086568.042000,9.395680,1.141852,2.066642,0.322720,3.899747,2.868028,0.258480,0.464373,0.228780
1244086568.062000,9.402699,1.146291,2.069183,0.322418,3.899913,2.867201,0.258054,0.464360,0.228585
1244086568.082000,9.409678,1.150737,2.071718,0.322107,3.900087,2.866377,0.257645,0.464369,0.228408
1244086568.102000,9.416620,1.155188,2.074245,0.321807,3.900244,2.865569,0.257224,0.464361,0.228222
1244086568.122000,9.423523,1.159643,2.076765,0.321504,3.900396,2.864778,0.256822,0.464352,0.228002
1244086568.142000,9.430391,1.164104,2.079277,0.321213,3.900560,2.863984,0.256405,0.464338,0.227811
1244086568.162000,9.437206,1.168542,2.081782,0.320911,3.900719,2.863183,0.256009,0.464323,0.227616
1244086568.182000,9.443985,1.172984,2.084279,0.320611,3.900874,2.862400,0.255594,0.464270,0.227373
1244086568.202000,9.450726,1.177430,2.086767,0.320323,3.901025,2.861632,0.255192,0.464239,0.227148
1244086568.222000,9.457431,1.181883,2.089249,0.320027,3.901163,2.860856,0.254781,0.464168,0.226906
1244086568.242000,9.464099,1.186343,2.091722,0.319753,3.901280,2.860079,0.254389,0.464108,0.226662
1244086568.262000,9.470716,1.190779,2.094189,0.319490,3.901368,2.859311,0.253982,0.464056,0.226439
1244086568.282000,9.477298,1.195222,2.096647,0.319227,3.901472,2.858548,0.253596,0.464002,0.226220
1244086568.302000,9.483845,1.199673,2.099100,0.318949,3.901580,2.857782,0.253196,0.463946,0.226025
1244086568.322000,9.490358,1.204130,2.101545,0.318698,3.901707,2.857039,0.252814,0.463933,0.225850
1244086568.342000,9.496824,1.208564,2.103984,0.318428,3.901826,2.856299,0.252414,0.463905,0.225660
1244086568.362000,9.503255,1.213002,2.106416,0.318148,3.901961,2.855568,0.252038,0.463875,0.225459
1244086568.382000,9.509655,1.217445,2.108844,0.317846,3.902083,2.854847,0.251645,0.463842,0.225270
1244086568.402000,9.516021,1.221893,2.111266,0.317560,3.902192,2.854131,0.251270,0.463842,0.225105
1244086568.422000,9.522357,1.226345,2.113682,0.317284,3.902323,2.853413,0.250885,0.463820,0.224913
1244086568.442000,9.528646,1.230773,2.116091,0.317020,3.902438,2.852692,0.250518,0.463813,0.224732
1244086568.462000,9.534905,1.235204,2.118492,0.316758,3.902555,2.851972,0.250133,0.463770,0.224568
1244086568.482000,9.541133,1.239641,2.120890,0.316487,3.902653,2.851244,0.249768,0.463726,0.224330
1244086568.502000,9.547330,1.244081,2.123279,0.316214,3.902786,2.850513,0.249387,0.463678,0.224112
1244086568.522000,9.553497,1.248524,2.125661,0.315921,3.902920,2.849783,0.249036,0.463614,0.223884
1244086568.542000,9.559621,1.252941,2.128034,0.315636,3.903050,2.849069,0.248656,0.463549,0.223644
1244086568.562000,9.565714,1.257362,2.130399,0.315361,3.903185,2.848360,0.248298,0.463518,0.223398
1244086568.582000,9.571779,1.261788,2.132755,0.315102,3.903335,2.847661,0.247926,0.463482,0.223160
1244086568.602000,9.577816,1.266219,2.135100,0.314846,3.903486,2.846972,0.247578,0.463439,0.222908
1244086568.622000,9.583825,1.270652,2.137436,0.314583,3.903634,2.846293,0.247209,0.463388,0.222656
1244086568.642000,9.589792,1.275059,2.139761,0.314315,3.903812,2.845617,0.246864,0.463331,0.222456
1244086568.662000,9.595731,1.279468,2.142079,0.314050,3.903972,2.844939,0.246505,0.463292,0.222223
1244086568.682000,9.601644,1.283881,2.144389,0.313764,3.904137,2.844253,0.246165,0.463271,0.222008
1244086568.702000,9.607530,1.288297,2.146693,0.313492,3.904279,2.843570,0.245802,0.463231,0.221783
1244086568.722000,9.613389,1.292715,2.148990,0.313244,3.904435,2.842904,0.245467,0.463188,0.221534
1244086568.742000,9.619206,1.297107,2.151279,0.313001,3.904594,2.842240,0.245109,0.463126,0.221309
1244086568.762000,9.624996,1.301502,2.153561,0.312766,3.904756,2.841581,0.244776,0.463107,0.221073
1244086568.782000,9.630761,1.305900,2.155837,0.312512,3.904933,2.840915,0.244418,0.463042,0.220819
1244086568.802000,9.636499,1.310301,2.158108,0.312253,3.905114,2.840250,0.244088,0.462993,0.220602
1244086568.822000,9.642212,1.314707,2.160373,0.311990,3.905292,2.839583,0.243738,0.462962,0.220375
1244086568.842000,9.647884,1.319085,2.162631,0.311712,3.905475,2.838927,0.243413,0.462900,0.220135
1244086568.862000,9.653533,1.323467,2.164881,0.311453,3.905679,2.838275,0.243064,0.462841,0.219948
1244086568.882000,9.659157,1.327852,2.167125,0.311179,3.905885,2.837617,0.242738,0.462787,0.219720
1244086568.902000,9.664757,1.332240,2.169362,0.310900,3.906085,2.836950,0.242392,0.462736,0.219498
1244086568.922000,9.670332,1.336631,2.171591,0.310610,3.906286,2.836286,0.242071,0.462699,0.219274
1244086568.942000,9.675868,1.340995,2.173813,0.310330,3.906476,2.835636,0.241731,0.462633,0.219052
1244086568.962000,9.681382,1.345362,2.176026,0.310064,3.906675,2.834994,0.241418,0.462599,0.218813
1244086568.982000,9.686873,1.349733,2.178231,0.309812,3.906889,2.834346,0.241082,0.462557,0.218586
1244086569.002000,9.692342,1.354107,2.180429,0.309583,3.907084,2.833709,0.240774,0.462520,0.218348
1244086569.022000,9.697789,1.358484,2.182619,0.309365,3.907279,2.833076,0.240435,0.462364,0.218075
1244086569.042000,9.703198,1.362826,2.184798,0.309164,3.907495,2.832490,0.240131,0.462288,0.217817
1244086569.062000,9.708586,1.367170,2.186971,0.308948,3.907701,2.831898,0.239821,0.462179,0.217570
1244086569.082000,9.713952,1.371514,2.189141,0.308712,3.907903,2.831305,0.239520,0.462088,0.217322
1244086569.102000,9.719296,1.375859,2.191306,0.308476,3.908117,2.830707,0.239212,0.462018,0.217082
1244086569.122000,9.724621,1.380205,2.193462,0.308252,3.908367,2.830131,0.238921,0.461959,0.216847
1244086569.142000,9.729909,1.384522,2.195615,0.308030,3.908595,2.829554,0.238604,0.461853,0.216593
1244086569.162000,9.735175,1.388841,2.197760,0.307808,3.908846,2.828971,0.238317,0.461792,0.216376
1244086569.182000,9.740422,1.393162,2.199900,0.307575,3.909079,2.828398,0.238009,0.461706,0.216158
1244086569.202000,9.745649,1.397482,2.202032,0.307321,3.909356,2.827819,0.237726,0.461629,0.215938
1244086569.222000,9.750859,1.401802,2.204154,0.307087,3.909671,2.827247,0.237429,0.461570,0.215710
1244086569.242000,9.756033,1.406094,2.206266,0.306852,3.909979,2.826671,0.237148,0.461483,0.215493
1244086569.262000,9.761188,1.410387,2.208370,0.306635,3.910278,2.826110,0.236856,0.461375,0.215229
1244086569.282000,9.766325,1.414682,2.210463,0.306424,3.910585,2.825533,0.236578,0.461284,0.215012
1244086569.302000,9.771444,1.418977,2.212547,0.306222,3.910882,2.824959,0.236286,0.461190,0.214758
1244086569.322000,9.776545,1.423274,2.214622,0.306007,3.911165,2.824369,0.236020,0.461083,0.214504
1244086569.342000,9.781611,1.427542,2.216688,0.305813,3.911431,2.823794,0.235731,0.460990,0.214249
1244086569.362000,9.786660,1.431810,2.218746,0.305609,3.911682,2.823219,0.235456,0.460892,0.213980
1244086569.382000,9.791690,1.436081,2.220797,0.305427,3.911923,2.822654,0.235174,0.460787,0.213711
1244086569.402000,9.796703,1.440352,2.222840,0.305238,3.912156,2.822095,0.234905,0.460731,0.213471
1244086569.422000,9.801699,1.444624,2.224877,0.305036,3.912392,2.821538,0.234624,0.460643,0.213222
1244086569.442000,9.806660,1.448865,2.226908,0.304837,3.912617,2.821003,0.234350,0.460583,0.212973
1244086569.462000,9.811605,1.453108,2.228932,0.304602,3.912861,2.820459,0.234072,0.460474,0.212752
1244086569.482000,9.816533,1.457353,2.230949,0.304373,3.913115,2.819909,0.233812,0.460407,0.212527
1244086569.502000,9.821446,1.461599,2.232959,0.304128,3.913371,2.819357,0.233543,0.460297,0.212301
1244086569.522000,9.826342,1.465847,2.234961,0.303887,3.913631,2.818805,0.233289,0.460248,0.212085
1244086569.542000,9.831206,1.470063,2.236956,0.303632,3.913886,2.818259,0.233021,0.460175,0.211858
1244086569.562000,9.836055,1.474281,2.238943,0.303376,3.914131,2.817720,0.232764,0.460114,0.211611
1244086569.582000,9.840889,1.478498,2.240921,0.303109,3.914397,2.817187,0.232502,0.460056,0.211395
1244086569.602000,9.845709,1.482715,2.242893,0.302841,3.914640,2.816663,0.232259,0.460029,0.211151
1244086569.622000,9.850514,1.486933,2.244858,0.302583,3.914881,2.816137,0.231997,0.459965,0.210922
1244086569.642000,9.855287,1.491122,2.246817,0.302339,3.915104,2.815601,0.231764,0.459902,0.210682
1244086569.662000,9.860046,1.495312,2.248771,0.302108,3.915325,2.815063,0.231516,0.459835,0.210441
1244086569.682000,9.864790,1.499502,2.250723,0.301858,3.915520,2.814524,0.231283,0.459764,0.210188
1244086569.702000,9.869520,1.503693,2.252669,0.301609,3.915735,2.813992,0.231027,0.459692,0.209961
1244086569.722000,9.874235,1.507883,2.254613,0.301351,3.915924,2.813460,0.230788,0.459625,0.209714
1244086569.742000,9.878918,1.512046,2.256548,0.301118,3.916145,2.812926,0.230542,0.459553,0.209481
1244086569.762000,9.883587,1.516210,2.258478,0.300893,3.916353,2.812390,0.230303,0.459501,0.209242
1244086569.782000,9.888242,1.520376,2.260401,0.300678,3.916573,2.811851,0.230052,0.459417,0.209017
1244086569.802000,9.892885,1.524543,2.262315,0.300479,3.916830,2.811311,0.229822,0.459364,0.208790
1244086569.822000,9.897514,1.528713,2.264221,0.300273,3.917090,2.810762,0.229576,0.459261,0.208566
1244086569.842000,9.902130,1.532886,2.266119,0.300093,3.917338,2.810219,0.229353,0.459199,0.208337
1244086569.862000,9.906716,1.537031,2.268009,0.299888,3.917595,2.809666,0.229109,0.459121,0.208124
1244086569.882000,9.911288,1.541176,2.269892,0.299699,3.917818,2.809119,0.228878,0.459040,0.207879
1244086569.902000,9.915848,1.545323,2.271768,0.299500,3.918049,2.808571,0.228648,0.458966,0.207661
1244086569.922000,9.920395,1.549471,2.273642,0.299294,3.918242,2.808032,0.228422,0.458920,0.207425
1244086569.942000,9.924929,1.553622,2.275509,0.299103,3.918442,2.807502,0.228177,0.458846,0.207209
1244086569.962000,9.929431,1.557742,2.277372,0.298894,3.918625,2.806977,0.227963,0.458788,0.206992
1244086569.982000,9.933922,1.561864,2.279231,0.298681,3.918821,2.806448,0.227727,0.458740,0.206784
1244086570.002000,9.938400,1.565987,2.281088,0.298458,3.919015,2.805914,0.227511,0.458703,0.206580
1244086570.022000,9.942866,1.570110,2.282941,0.298249,3.919213,2.805395,0.227432,0.458669,0.206438
1244086570.042000,9.947325,1.574231,2.284794,0.298009,3.919387,2.804881,0.227286,0.458630,0.206264
1244086570.062000,9.951776,1.578352,2.286643,0.297776,3.919568,2.804376,0.227150,0.458624,0.206095
1244086570.082000,9.956191,1.582428,2.288486,0.297551,3.919759,2.803868,0.226999,0.458590,0.205919
1244086570.102000,9.960598,1.586504,2.290323,0.297333,3.919940,2.803363,0.226853,0.458548,0.205726
1244086570.122000,9.964997,1.590581,2.292155,0.297110,3.920111,2.802848,0.226704,0.458480,0.205527
1244086570.142000,9.969387,1.594658,2.293982,0.296891,3.920273,2.802338,0.226579,0.458429,0.205314
1244086570.162000,9.973749,1.598704,2.295803,0.296664,3.920436,2.801826,0.226427,0.458347,0.205106
1244086570.182000,9.978103,1.602751,2.297617,0.296473,3.920606,2.801317,0.226283,0.458288,0.204896
1244086570.202000,9.982448,1.606802,2.299426,0.296274,3.920770,2.800804,0.226136,0.458236,0.204681
1244086570.222000,9.986784,1.610853,2.301232,0.296079,3.920904,2.800302,0.226001,0.458186,0.204473
1244086570.242000,9.991112,1.614905,2.303035,0.295887,3.921041,2.799820,0.225852,0.458152,0.204270
1244086570.262000,9.995431,1.618958,2.304837,0.295679,3.921180,2.799347,0.225727,0.458124,0.204082
1244086570.282000,9.999722,1.622978,2.306635,0.295453,3.921330,2.798873,0.225575,0.458086,0.203894
1244086570.302000,10.004006,1.626999,2.308429,0.295242,3.921493,2.798402,0.225444,0.458067,0.203742
1244086570.322000,10.008282,1.631021,2.310221,0.295037,3.921659,2.797934,0.225290,0.458062,0.203552
1244086570.342000,10.012550,1.635046,2.312010,0.294849,3.921843,2.797470,0.225165,0.458036,0.203392
1244086570.362000,10.016812,1.639071,2.313795,0.294677,3.922029,2.797009,0.225020,0.457974,0.203205
1244086570.382000,10.021046,1.643065,2.315574,0.294497,3.922224,2.796546,0.224909,0.457913,0.203033
1244086570.402000,10.025274,1.647060,2.317349,0.294307,3.922409,2.796087,0.224772,0.457870,0.202852
1244086570.422000,10.029495,1.651056,2.319119,0.294118,3.922596,2.795638,0.224656,0.457817,0.202662
1244086570.442000,10.033708,1.655053,2.320884,0.293920,3.922767,2.795194,0.224520,0.457759,0.202466
1244086570.462000,10.037914,1.659053,2.322646,0.293730,3.922924,2.794755,0.224391,0.457712,0.202260
1244086570.482000,10.042084,1.663009,2.324400,0.293557,3.923081,2.794308,0.224256,0.457682,0.202056
1244086570.502000,10.046246,1.666967,2.326149,0.293408,3.923219,2.793866,0.224141,0.457640,0.201842
1244086570.522000,10.050402,1.670928,2.327893,0.293243,3.923358,2.793428,0.224010,0.457589,0.201656
1244086570.542000,10.054551,1.674890,2.329631,0.293087,3.923509,2.792998,0.223885,0.457547,0.201458
1244086570.562000,10.058694,1.678855,2.331362,0.292927,3.923680,2.792564,0.223740,0.457512,0.201252
1244086570.582000,10.062809,1.682788,2.333088,0.292770,3.923835,2.792130,0.223616,0.457465,0.201056
1244086570.602000,10.066920,1.686724,2.334804,0.292656,3.924005,2.791697,0.223477,0.457433,0.200861
1244086570.622000,10.071024,1.690662,2.336515,0.292515,3.924161,2.791273,0.223374,0.457381,0.200666
1244086570.642000,10.075123,1.694602,2.338220,0.292390,3.924318,2.790855,0.223237,0.457364,0.200486
1244086570.662000,10.079215,1.698543,2.339918,0.292249,3.924483,2.790435,0.223120,0.457316,0.200301
1244086570.682000,10.083281,1.702451,2.341615,0.292105,3.924608,2.790015,0.222999,0.457282,0.200099
1244086570.702000,10.087339,1.706361,2.343306,0.291966,3.924747,2.789583,0.222889,0.457253,0.199906
1244086570.722000,10.091392,1.710271,2.344997,0.291814,3.924851,2.789151,0.222756,0.457219,0.199713
1244086570.742000,10.095438,1.714183,2.346683,0.291683,3.924987,2.788725,0.222643,0.457180,0.199520
1244086570.762000,10.099479,1.718097,2.348368,0.291532,3.925137,2.788291,0.222543,0.457133,0.199351
1244086570.782000,10.103494,1.721980,2.350048,0.291400,3.925289,2.787857,0.222452,0.457094,0.199204
1244086570.802000,10.107504,1.725867,2.351725,0.291263,3.925454,2.787422,0.222335,0.457032,0.199027
1244086570.822000,10.111509,1.729754,2.353393,0.291152,3.925651,2.786994,0.222249,0.456985,0.198883
1244086570.842000,10.115510,1.733645,2.355055,0.291029,3.925843,2.786561,0.222136,0.456935,0.198706
1244086570.862000,10.119507,1.737535,2.356711,0.290918,3.926034,2.786139,0.222057,0.456875,0.198507
1244086570.882000,10.123478,1.741395,2.358358,0.290812,3.926233,2.785717,0.221942,0.456841,0.198321
1244086570.902000,10.127446,1.745255,2.360000,0.290679,3.926424,2.785291,0.221844,0.456777,0.198115
1244086570.922000,10.131409,1.749116,2.361632,0.290592,3.926618,2.784867,0.221741,0.456738,0.197910
1244086570.942000,10.135368,1.752978,2.363259,0.290468,3.926802,2.784433,0.221648,0.456689,0.197702
1244086570.962000,10.139322,1.756842,2.364879,0.290389,3.926982,2.784002,0.221542,0.456659,0.197498
1244086570.982000,10.143251,1.760676,2.366493,0.290299,3.927154,2.783568,0.221453,0.456597,0.197290
1244086571.002000,10.147175,1.764511,2.368104,0.290181,3.927306,2.783129,0.221365,0.456548,0.197105
1244086571.022000,10.151094,1.768346,2.369713,0.290089,3.927430,2.782715,0.221329,0.456411,0.196886
1244086571.042000,10.155011,1.772172,2.371317,0.290023,3.927530,2.782365,0.221277,0.456283,0.196673
1244086571.062000,10.158924,1.775997,2.372914,0.289998,3.927631,2.782014,0.221252,0.456136,0.196460
1244086571.082000,10.162811,1.779789,2.374505,0.289952,3.927737,2.781654,0.221221,0.456012,0.196255
1244086571.102000,10.166695,1.783578,2.376093,0.289913,3.927832,2.781312,0.221192,0.455841,0.196039
1244086571.122000,10.170575,1.787364,2.377674,0.289867,3.927957,2.780966,0.221153,0.455718,0.195846
